00Z 07 Mar 2017, 0.00, 13.72
12Z 07 Mar 2017, 0.00, 22.82
00Z 08 Mar 2017, 0.00, 20.39
12Z 08 Mar 2017, 4.02, 17.38
00Z 09 Mar 2017, 2.98, 16.91
12Z 09 Mar 2017, 0.00, 17.26
00Z 10 Mar 2017, 0.00, 17.53
12Z 10 Mar 2017, 0.00, 17.69
00Z 11 Mar 2017, 0.00, 22.67
12Z 11 Mar 2017, 5.85, 10.17
00Z 12 Mar 2017, 155.80, 19.12
12Z 12 Mar 2017, 0.00, 7.49
00Z 13 Mar 2017, 0.00, 22.96
12Z 13 Mar 2017, 0.00, 17.13
00Z 14 Mar 2017, 3.19, 15.14
12Z 14 Mar 2017, 0.00, 17.61
00Z 15 Mar 2017, 0.00, 15.90
12Z 15 Mar 2017, 3.38, 14.07
00Z 16 Mar 2017, 0.58, 12.19
12Z 16 Mar 2017, 21.05, 15.33
00Z 17 Mar 2017, 0.00, 13.02
12Z 17 Mar 2017, 0.00, 25.34
00Z 18 Mar 2017, 0.00, 28.36
12Z 18 Mar 2017, 0.00, 21.88
00Z 19 Mar 2017, 3.31, 18.65
12Z 19 Mar 2017, 0.22, 17.86
00Z 20 Mar 2017, 20.27, 17.41
12Z 20 Mar 2017, 0.00, 9.05
00Z 21 Mar 2017, 0.00, 5.45
12Z 21 Mar 2017, 0.00, 8.14
00Z 22 Mar 2017, 58.52, 9.22
12Z 22 Mar 2017, 0.00, 5.55
00Z 23 Mar 2017, 0.00, 7.39
12Z 23 Mar 2017, 0.00, 8.86
00Z 24 Mar 2017, 0.00, 6.97
12Z 24 Mar 2017, 0.00, 6.74
00Z 25 Mar 2017, 0.00, 10.06
12Z 25 Mar 2017, 0.00, 8.24
00Z 26 Mar 2017, 0.00, 7.82
12Z 26 Mar 2017, 0.00, 12.10
00Z 27 Mar 2017, 0.00, 14.98
12Z 27 Mar 2017, 0.00, 14.64
00Z 28 Mar 2017, 0.00, 16.71
12Z 28 Mar 2017, 40.72, 16.16
00Z 29 Mar 2017, 0.00, 21.38
12Z 29 Mar 2017, 33.04, 19.82
00Z 30 Mar 2017, 58.92, 15.44
12Z 30 Mar 2017, 0.00, 17.08
00Z 31 Mar 2017, 0.00, 18.63
12Z 31 Mar 2017, 3.38, 10.87
00Z 01 Apr 2017, 0.20, 14.73
12Z 01 Apr 2017, 0.00, 9.25
00Z 02 Apr 2017, 0.00, 10.67
12Z 02 Apr 2017, 0.00, 20.65
00Z 03 Apr 2017, 0.76, 21.18
12Z 03 Apr 2017, 28.40, 18.59
00Z 04 Apr 2017, 0.20, 7.46
12Z 04 Apr 2017, 0.14, 7.58
00Z 05 Apr 2017, 1.55, 7.48
12Z 05 Apr 2017, 11.11, 8.70
00Z 06 Apr 2017, 0.00, 6.79
12Z 06 Apr 2017, 0.00, 6.58
00Z 07 Apr 2017, 0.00, 8.31
12Z 07 Apr 2017, 0.00, 8.75
00Z 08 Apr 2017, 0.00, 9.09
12Z 08 Apr 2017, 0.00, 9.16
00Z 09 Apr 2017, 2.61, 10.80
12Z 09 Apr 2017, 0.00, 15.73
00Z 10 Apr 2017, 0.00, 7.49
12Z 10 Apr 2017, 3.57, 13.63
00Z 11 Apr 2017, 0.00, 15.56
12Z 11 Apr 2017, 1.36, 16.16
00Z 12 Apr 2017, 4.39, 15.10
12Z 12 Apr 2017, 0.00, 13.47
00Z 13 Apr 2017, 0.00, 12.72
12Z 13 Apr 2017, 5.14, 16.79
00Z 14 Apr 2017, 0.00, 19.84
12Z 14 Apr 2017, 0.00, 23.15
00Z 15 Apr 2017, 0.17, 9.08
12Z 15 Apr 2017, 26.27, 11.06
00Z 16 Apr 2017, 0.00, 18.06
12Z 16 Apr 2017, 2.04, 15.09
00Z 17 Apr 2017, 2.74, 16.37
12Z 17 Apr 2017, 0.00, 15.18
00Z 18 Apr 2017, 0.00, 13.28
12Z 18 Apr 2017, 0.00, 15.99
00Z 19 Apr 2017, 0.00, 14.05
12Z 19 Apr 2017, 1.81, 15.71
00Z 20 Apr 2017, 0.00, 14.89
12Z 20 Apr 2017, 0.00, 14.54
00Z 21 Apr 2017, 0.00, 13.50
12Z 21 Apr 2017, 0.00, 11.17
00Z 22 Apr 2017, 0.00, 13.30
12Z 22 Apr 2017, 0.00, 12.43
00Z 23 Apr 2017, 0.00, 14.04
12Z 23 Apr 2017, 0.00, 12.47
00Z 24 Apr 2017, 1.37, 13.67
12Z 24 Apr 2017, 4.58, 14.11
00Z 25 Apr 2017, 0.00, 6.74
12Z 25 Apr 2017, 0.33, 8.31
00Z 26 Apr 2017, 0.00, 7.02
12Z 26 Apr 2017, 0.00, 10.56
00Z 27 Apr 2017, 0.00, 12.26
12Z 27 Apr 2017, 0.00, 11.88
00Z 28 Apr 2017, 0.00, 9.58
12Z 28 Apr 2017, 43.47, 10.18
00Z 29 Apr 2017, 15.27, 12.43
12Z 29 Apr 2017, 11.39, 12.43
00Z 30 Apr 2017, 18.98, 17.65
12Z 30 Apr 2017, 0.00, 7.70
00Z 01 May 2017, 26.31, 12.15
12Z 01 May 2017, 0.00, 8.46
00Z 02 May 2017, 0.00, 27.09
12Z 02 May 2017, 3.67, 24.57
00Z 03 May 2017, 0.00, 12.77
12Z 03 May 2017, 22.90, 12.79
00Z 04 May 2017, 0.00, 7.80
12Z 04 May 2017, 0.00, 12.41
00Z 05 May 2017, 0.00, 11.63
12Z 05 May 2017, 0.00, 12.02
00Z 06 May 2017, 0.00, 11.87
12Z 06 May 2017, 0.00, 13.86
00Z 07 May 2017, 0.00, 12.92
12Z 07 May 2017, 0.00, 13.33
00Z 08 May 2017, 0.00, 10.37
12Z 08 May 2017, 0.00, 14.15
00Z 09 May 2017, 0.00, 12.35
12Z 09 May 2017, 0.00, 10.43
00Z 10 May 2017, 1.36, 12.33
12Z 10 May 2017, 0.00, 9.95
00Z 11 May 2017, 0.00, 10.70
12Z 11 May 2017, 0.00, 9.86
00Z 12 May 2017, 4.21, 16.21
12Z 12 May 2017, 0.00, 15.13
00Z 13 May 2017, 1.62, 14.86
12Z 13 May 2017, 0.34, 18.85
00Z 14 May 2017, 0.00, 11.29
12Z 14 May 2017, 69.27, 12.98
00Z 15 May 2017, 0.00, 30.13
12Z 15 May 2017, 0.00, 33.05
00Z 16 May 2017, 0.14, 24.65
12Z 16 May 2017, 58.32, 11.38
00Z 17 May 2017, 0.00, 14.27
12Z 17 May 2017, 74.93, 13.34
00Z 18 May 2017, 15.26, 14.20
12Z 18 May 2017, 0.00, 11.66
00Z 19 May 2017, 0.00, 13.28
12Z 19 May 2017, 3.55, 16.32
00Z 20 May 2017, 86.86, 14.83
12Z 20 May 2017, 94.23, 14.69
00Z 21 May 2017, 0.00, 22.39
12Z 21 May 2017, 20.59, 17.94
00Z 22 May 2017, 0.40, 23.88
12Z 22 May 2017, 19.02, 16.50
00Z 23 May 2017, 0.00, 28.01
12Z 23 May 2017, 0.00, 27.92
00Z 24 May 2017, 0.00, 24.02
12Z 24 May 2017, 0.03, 20.74
00Z 25 May 2017, 0.00, 15.83
12Z 25 May 2017, 0.00, 21.91
00Z 26 May 2017, 0.00, 21.57
12Z 26 May 2017, 0.00, 28.42
00Z 27 May 2017, 0.00, 29.44
12Z 27 May 2017, 0.00, 10.96
00Z 28 May 2017, 0.00, 12.32
12Z 28 May 2017, 0.00, 16.06
00Z 29 May 2017, 0.00, 24.14
12Z 29 May 2017, 0.00, 23.41
00Z 30 May 2017, 0.00, 20.11
12Z 30 May 2017, 0.00, 13.98
00Z 31 May 2017, 0.00, 13.11
12Z 31 May 2017, 0.00, 18.50
00Z 01 Jun 2017, 0.00, 33.84
12Z 01 Jun 2017, 7.11, 28.65
00Z 02 Jun 2017, 2.18, 11.26
12Z 02 Jun 2017, 23.66, 13.57
00Z 03 Jun 2017, 26.01, 19.34
12Z 03 Jun 2017, 57.49, 14.60
00Z 04 Jun 2017, 0.00, 11.16
12Z 04 Jun 2017, 1.45, 14.94
00Z 05 Jun 2017, 9.16, 20.10
12Z 05 Jun 2017, 0.50, 21.90
00Z 06 Jun 2017, 13.75, 13.97
12Z 06 Jun 2017, 52.86, 13.59
00Z 07 Jun 2017, 2.57, 12.11
12Z 07 Jun 2017, 0.00, 26.17
00Z 08 Jun 2017, 12.78, 27.93
12Z 08 Jun 2017, 179.77, 17.31
00Z 09 Jun 2017, 0.00, 16.19
12Z 09 Jun 2017, 27.97, 20.33
00Z 10 Jun 2017, 0.00, 41.29
12Z 10 Jun 2017, 38.10, 19.41
00Z 11 Jun 2017, 48.41, 17.23
12Z 11 Jun 2017, 23.88, 17.61
00Z 12 Jun 2017, 0.00, 17.75
12Z 12 Jun 2017, 0.00, 24.27
00Z 13 Jun 2017, 0.00, 23.32
12Z 13 Jun 2017, 0.00, 22.30
00Z 14 Jun 2017, 1.94, 19.70
12Z 14 Jun 2017, 0.00, 23.71
00Z 15 Jun 2017, 17.69, 14.53
12Z 15 Jun 2017, 0.00, 29.08
00Z 16 Jun 2017, 6.64, 30.87
12Z 16 Jun 2017, 0.00, 26.27
00Z 17 Jun 2017, 0.00, 22.07
12Z 17 Jun 2017, 0.00, 19.87
00Z 18 Jun 2017, 0.00, 17.01
12Z 18 Jun 2017, 0.00, 24.05
00Z 19 Jun 2017, 0.00, 26.86
12Z 19 Jun 2017, 0.00, 28.06
00Z 20 Jun 2017, 0.01, 23.41
12Z 20 Jun 2017, 424.01, 29.00
00Z 21 Jun 2017, 0.00, 28.19
12Z 21 Jun 2017, 0.00, 24.53
00Z 22 Jun 2017, 0.02, 22.47
12Z 22 Jun 2017, 0.00, 16.55
00Z 23 Jun 2017, 0.00, 40.03
12Z 23 Jun 2017, 0.00, 30.00
00Z 24 Jun 2017, 0.00, 25.25
12Z 24 Jun 2017, 16.13, 23.09
00Z 25 Jun 2017, 0.30, 25.54
12Z 25 Jun 2017, 0.00, 27.83
00Z 26 Jun 2017, 0.00, 27.97
12Z 26 Jun 2017, 0.00, 29.60
00Z 27 Jun 2017, 28.95, 22.56
12Z 27 Jun 2017, 0.00, 14.84
00Z 28 Jun 2017, 9.39, 17.26
12Z 28 Jun 2017, 2.22, 19.01
00Z 29 Jun 2017, 0.12, 26.99
12Z 29 Jun 2017, 7.56, 21.61
00Z 30 Jun 2017, 5.53, 17.35
12Z 30 Jun 2017, 28.47, 13.63
00Z 01 Jul 2017, 0.37, 20.21
12Z 01 Jul 2017, 0.00, 33.74
00Z 02 Jul 2017, 0.00, 12.74
12Z 02 Jul 2017, 0.00, 21.17
00Z 03 Jul 2017, 10.24, 20.31
12Z 03 Jul 2017, 0.00, 33.26
00Z 04 Jul 2017, 28.94, 27.14
12Z 04 Jul 2017, 0.00, 31.68
00Z 05 Jul 2017, 0.00, 30.28
12Z 05 Jul 2017, 0.00, 26.82
00Z 06 Jul 2017, 0.00, 24.87
12Z 06 Jul 2017, 0.01, 29.15
00Z 07 Jul 2017, 0.00, 27.59
12Z 07 Jul 2017, 0.00, 27.42
00Z 08 Jul 2017, 0.00, 22.89
12Z 08 Jul 2017, 0.00, 21.69
00Z 09 Jul 2017, 0.99, 17.05
12Z 09 Jul 2017, 0.00, 25.98
00Z 10 Jul 2017, 0.00, 21.83
12Z 10 Jul 2017, 44.43, 23.93
00Z 11 Jul 2017, 0.00, 26.42
12Z 11 Jul 2017, 0.00, 27.59
00Z 12 Jul 2017, 0.00, 14.72
12Z 12 Jul 2017, 7.34, 13.91
00Z 13 Jul 2017, 68.42, 25.94
12Z 13 Jul 2017, 1.77, 17.09
00Z 14 Jul 2017, 0.00, 15.60
12Z 14 Jul 2017, 2.31, 21.41
00Z 15 Jul 2017, 0.00, 42.59
12Z 15 Jul 2017, 0.00, 31.15
00Z 16 Jul 2017, 0.00, 37.87
12Z 16 Jul 2017, 0.00, 14.42
00Z 17 Jul 2017, 0.00, 9.98
12Z 17 Jul 2017, 0.00, 12.96
00Z 18 Jul 2017, 0.00, 17.96
12Z 18 Jul 2017, 0.00, 27.92
00Z 19 Jul 2017, 24.74, 36.68
12Z 19 Jul 2017, 0.37, 29.20
00Z 20 Jul 2017, 2.15, 11.97
12Z 20 Jul 2017, 92.06, 18.45
00Z 21 Jul 2017, 0.80, 23.89
12Z 21 Jul 2017, 22.28, 23.42
00Z 22 Jul 2017, 77.27, 25.22
12Z 22 Jul 2017, 1.96, 16.39
00Z 23 Jul 2017, 5.16, 21.11
12Z 23 Jul 2017, 25.54, 20.93
00Z 24 Jul 2017, 0.00, 19.02
12Z 24 Jul 2017, 0.00, 22.92
00Z 25 Jul 2017, 0.00, 36.13
12Z 25 Jul 2017, 0.00, 34.09
00Z 26 Jul 2017, 0.00, 45.04
12Z 26 Jul 2017, 2.35, 15.52
00Z 27 Jul 2017, 0.00, 15.09
12Z 27 Jul 2017, 188.19, 18.26
00Z 28 Jul 2017, 21.36, 17.12
12Z 28 Jul 2017, 7.54, 20.04
00Z 29 Jul 2017, 20.72, 19.16
12Z 29 Jul 2017, 27.84, 20.59
00Z 30 Jul 2017, 41.88, 23.88
12Z 30 Jul 2017, 53.63, 20.64
00Z 31 Jul 2017, 12.41, 20.23
12Z 31 Jul 2017, 93.82, 19.91
00Z 01 Aug 2017, 52.67, 20.14
12Z 01 Aug 2017, 45.45, 19.01
00Z 02 Aug 2017, 0.00, 32.21
12Z 02 Aug 2017, 21.00, 18.62
00Z 03 Aug 2017, 6.59, 28.23
12Z 03 Aug 2017, 2.46, 18.47
00Z 04 Aug 2017, 8.03, 24.55
12Z 04 Aug 2017, 55.99, 17.23
00Z 05 Aug 2017, 229.10, 18.92
12Z 05 Aug 2017, 80.39, 16.71
00Z 06 Aug 2017, 5.09, 20.19
12Z 06 Aug 2017, 25.67, 27.12
00Z 07 Aug 2017, 30.04, 18.57
12Z 07 Aug 2017, 27.33, 16.39
00Z 08 Aug 2017, 65.28, 14.54
12Z 08 Aug 2017, 174.10, 21.62
00Z 09 Aug 2017, 0.04, 14.33
12Z 09 Aug 2017, 15.21, 12.84
00Z 10 Aug 2017, 0.00, 14.22
12Z 10 Aug 2017, 6.34, 18.60
00Z 11 Aug 2017, 5.62, 35.04
12Z 11 Aug 2017, 0.78, 31.30
00Z 12 Aug 2017, 12.54, 15.37
12Z 12 Aug 2017, 37.10, 16.95
00Z 13 Aug 2017, 0.00, 14.39
12Z 13 Aug 2017, 5.33, 26.06
00Z 14 Aug 2017, 16.13, 30.23
12Z 14 Aug 2017, 0.00, 18.29
00Z 15 Aug 2017, 12.87, 20.43
12Z 15 Aug 2017, 7.69, 15.67
00Z 16 Aug 2017, 51.95, 31.73
12Z 16 Aug 2017, 45.55, 23.53
00Z 17 Aug 2017, 20.44, 17.41
12Z 17 Aug 2017, 38.50, 19.67
00Z 18 Aug 2017, 228.26, 16.58
12Z 18 Aug 2017, 67.75, 21.08
00Z 19 Aug 2017, 55.79, 15.57
12Z 19 Aug 2017, 19.32, 14.52
00Z 20 Aug 2017, 0.00, 33.29
12Z 20 Aug 2017, 0.00, 37.09
00Z 21 Aug 2017, 21.88, 42.55
12Z 21 Aug 2017, 0.00, 31.51
00Z 22 Aug 2017, 0.00, 19.58
12Z 22 Aug 2017, 0.00, 23.18
00Z 23 Aug 2017, 51.72, 22.56
12Z 23 Aug 2017, 157.46, 22.87
00Z 24 Aug 2017, 55.13, 21.47
12Z 24 Aug 2017, 19.69, 27.43
00Z 25 Aug 2017, 21.72, 21.80
12Z 25 Aug 2017, 3.39, 25.51
00Z 26 Aug 2017, 0.00, 21.38
12Z 26 Aug 2017, 4.73, 27.04
00Z 27 Aug 2017, 4.63, 27.83
12Z 27 Aug 2017, 36.68, 27.14
00Z 28 Aug 2017, 0.04, 24.77
12Z 28 Aug 2017, 0.00, 40.64
00Z 29 Aug 2017, 12.64, 14.62
12Z 29 Aug 2017, 36.80, 18.45
00Z 30 Aug 2017, 16.77, 14.45
12Z 30 Aug 2017, 40.95, 17.13
00Z 31 Aug 2017, 60.99, 19.91
12Z 31 Aug 2017, 65.54, 17.30
00Z 01 Sep 2017, 0.00, 15.45
12Z 01 Sep 2017, 4.15, 14.39
00Z 02 Sep 2017, 0.50, 10.78
12Z 02 Sep 2017, 0.00, 40.59
00Z 03 Sep 2017, 0.00, 40.57
12Z 03 Sep 2017, 0.00, 31.14
00Z 04 Sep 2017, 0.00, 28.96
12Z 04 Sep 2017, 0.00, 26.22
00Z 05 Sep 2017, 0.00, 31.49
12Z 05 Sep 2017, 11.31, 16.69
00Z 06 Sep 2017, 20.21, 15.73
12Z 06 Sep 2017, 8.41, 21.74
00Z 07 Sep 2017, 29.25, 26.56
12Z 07 Sep 2017, 0.19, 29.24
00Z 08 Sep 2017, 40.18, 30.08
12Z 08 Sep 2017, 0.00, 20.23
00Z 09 Sep 2017, 45.48, 14.29
12Z 09 Sep 2017, 14.42, 17.12
00Z 10 Sep 2017, 0.00, 23.96
12Z 10 Sep 2017, 67.15, 15.57
00Z 11 Sep 2017, 4.61, 22.48
12Z 11 Sep 2017, 10.34, 20.41
00Z 12 Sep 2017, 0.00, 16.32
12Z 12 Sep 2017, 0.00, 28.70
00Z 13 Sep 2017, 7.08, 16.07
12Z 13 Sep 2017, 31.61, 18.31
00Z 14 Sep 2017, 199.36, 17.91
12Z 14 Sep 2017, 0.13, 15.07
00Z 15 Sep 2017, 72.48, 14.26
12Z 15 Sep 2017, 40.36, 13.49
00Z 16 Sep 2017, 17.20, 14.25
12Z 16 Sep 2017, 27.36, 20.63
00Z 17 Sep 2017, 0.00, 15.98
12Z 17 Sep 2017, 0.00, 12.28
00Z 18 Sep 2017, 0.00, 12.54
12Z 18 Sep 2017, 0.00, 10.59
00Z 19 Sep 2017, 0.00, 23.72
12Z 19 Sep 2017, 0.00, 34.83
00Z 20 Sep 2017, 1.55, 31.07
12Z 20 Sep 2017, 0.09, 29.81
00Z 21 Sep 2017, 24.26, 13.54
12Z 21 Sep 2017, 261.69, 15.59
00Z 22 Sep 2017, 11.26, 21.28
12Z 22 Sep 2017, 0.00, 11.35
00Z 23 Sep 2017, 0.01, 30.37
12Z 23 Sep 2017, 0.00, 36.74
00Z 24 Sep 2017, 0.13, 15.23
12Z 24 Sep 2017, 6.84, 18.11
00Z 25 Sep 2017, 0.00, 15.38
12Z 25 Sep 2017, 0.01, 20.21
00Z 26 Sep 2017, 8.53, 21.96
12Z 26 Sep 2017, 0.03, 28.67
00Z 27 Sep 2017, 0.00, 37.51
12Z 27 Sep 2017, 0.00, 27.56
00Z 28 Sep 2017, 5.22, 17.33
12Z 28 Sep 2017, 41.51, 28.45
00Z 29 Sep 2017, 0.13, 13.76
12Z 29 Sep 2017, 2.21, 13.60
00Z 30 Sep 2017, 16.89, 15.83
12Z 30 Sep 2017, 0.00, 19.62
00Z 01 Oct 2017, 0.00, 37.62
12Z 01 Oct 2017, 10.91, 23.71
00Z 02 Oct 2017, 2.54, 14.68
12Z 02 Oct 2017, 38.61, 22.38
00Z 04 Oct 2017, 5.83, 17.64
12Z 04 Oct 2017, 0.39, 27.85
00Z 05 Oct 2017, 0.00, 30.48
12Z 05 Oct 2017, 6.86, 13.20
00Z 06 Oct 2017, 0.00, 16.37
12Z 06 Oct 2017, 0.00, 22.72
00Z 07 Oct 2017, 0.00, 27.19
12Z 07 Oct 2017, 0.00, 27.45
00Z 08 Oct 2017, 0.00, 26.03
12Z 08 Oct 2017, 3.94, 20.15
00Z 09 Oct 2017, 0.00, 20.29
12Z 09 Oct 2017, 0.00, 27.13
00Z 10 Oct 2017, 37.08, 21.13
12Z 10 Oct 2017, 4.96, 18.60
12Z 11 Oct 2017, 52.67, 13.76
00Z 12 Oct 2017, 0.00, 12.56
12Z 12 Oct 2017, 0.00, 25.93
00Z 13 Oct 2017, 0.47, 39.38
12Z 13 Oct 2017, 2.99, 39.24
00Z 14 Oct 2017, 0.00, 34.91
12Z 14 Oct 2017, 17.56, 22.81
00Z 15 Oct 2017, 1.74, 30.99
12Z 15 Oct 2017, 0.00, 28.31
00Z 16 Oct 2017, 4.95, 30.47
12Z 16 Oct 2017, 0.00, 30.60
00Z 17 Oct 2017, 53.00, 16.66
12Z 17 Oct 2017, 3.97, 11.81
00Z 18 Oct 2017, 0.00, 9.37
12Z 18 Oct 2017, 0.00, 22.74
00Z 19 Oct 2017, 0.00, 25.95
12Z 19 Oct 2017, 48.59, 21.25
00Z 20 Oct 2017, 0.00, 7.54
12Z 20 Oct 2017, 1.84, 32.47
00Z 21 Oct 2017, 80.95, 20.28
12Z 21 Oct 2017, 16.22, 20.15
00Z 22 Oct 2017, 0.09, 11.95
12Z 22 Oct 2017, 22.41, 18.12
00Z 23 Oct 2017, 0.00, 27.95
12Z 23 Oct 2017, 30.50, 22.73
00Z 24 Oct 2017, 0.00, 35.00
12Z 24 Oct 2017, 0.00, 28.76
00Z 25 Oct 2017, 7.67, 13.18
12Z 25 Oct 2017, 0.00, 12.37
00Z 26 Oct 2017, 0.00, 25.07
12Z 26 Oct 2017, 0.77, 22.58
00Z 27 Oct 2017, 0.00, 24.96
12Z 27 Oct 2017, 0.00, 25.73
00Z 28 Oct 2017, 0.00, 24.83
12Z 28 Oct 2017, 0.00, 19.41
00Z 29 Oct 2017, 0.00, 13.91
12Z 29 Oct 2017, 0.00, 17.28
00Z 30 Oct 2017, 0.00, 20.89
12Z 30 Oct 2017, 0.00, 27.85
00Z 31 Oct 2017, 0.00, 22.54
12Z 31 Oct 2017, 3.40, 21.86
00Z 01 Nov 2017, 4.53, 15.74
12Z 01 Nov 2017, 0.00, 15.92
00Z 02 Nov 2017, 0.00, 14.38
12Z 02 Nov 2017, 0.00, 14.20
00Z 03 Nov 2017, 0.00, 16.74
12Z 03 Nov 2017, 0.00, 16.26
00Z 04 Nov 2017, 0.00, 13.36
12Z 04 Nov 2017, 38.95, 11.63
00Z 05 Nov 2017, 14.60, 9.59
